SICCode,SICDescription
50859905,"Gas equipment, parts and supplies"
50859906,"Ink, printer's"
50859907,Lapidary equipment
50859908,Mill supplies
50859909,"Pipeline wrappings, anti-corrosive"
50859910,Refractory material
50859911,"Rubber goods, mechanical"
50859912,Signmaker equipment and supplies
50859913,Springs
50859914,"Tanks, pressurized"
50859915,Textile printers' supplies
50859916,Welding supplies
50859917,Clean room supplies
50859918,Plastic pallets
50870000,Service establishment equipment
50870100,Beauty salon and barber shop equipment and supplies
50870101,Barber shop equipment and supplies
50870102,Beauty parlor equipment and supplies
50870103,"Chairs, hydraulic"
50870104,Electrolysis equipment and supplies
50870200,Laundry and dry cleaning equipment and supplies
50870201,Dry cleaning plant equipment and supplies
50870202,Laundry equipment and supplies
50870300,Cleaning and maintenance equipment and supplies
50870301,"Carpet and rug cleaning equipment and supplies, commercial"
50870302,Carwash equipment and supplies
50870303,"Floor machinery, maintenance"
50870304,Janitors' supplies
50870305,Vacuum cleaning systems
50870400,Tailors' and shoe repair supplies
50870401,Boot and shoe cut stock and findings
50870402,Shoe repair supplies and equipment
50870403,Tailors' supplies
50870500,Firefighting equipment
50870501,Sprinkler systems
50870600,Cemetery and funeral director's equipment and supplies
50870601,Caskets
50870602,Cemetary supplies and equipment
50870603,Concrete burial vaults and boxes
50870604,Funeral director's equipment and supplies
50879900,"Service establishment equipment, nec"
50879901,Carnival and amusement park equipment
50879902,Carpet installation equipment
50879903,Engraving equipment and supplies
50879904,Extermination and fumigation equipment and supplies
50879905,Liquor dispensing equipment and systems
50879906,Locksmith equipment and supplies
50879907,Moving equipment and supplies
50879908,Restaurant supplies
50879909,"Shredders, industrial and commercial"
50879910,"Stress reducing equipment, electric"
50879911,Taxidermist tools and equipment
50879912,Upholsterers' equipment and supplies
50879913,Vending machines and supplies
50879914,Voting machines
50880000,Transportation equipment and supplies
50880100,Marine crafts and supplies
50880101,"Boats, non-recreational"
50880102,Marine propulsion machinery and equipment
50880103,Marine supplies
50880104,Navigation equipment and supplies
50880105,Ships
50880200,Combat vehicles
50880201,Tanks and tank components
50880300,Aircraft and space vehicle supplies and parts
50880301,Aeronautical equipment and supplies
50880302,"Aircraft and parts, nec"
50880303,Aircraft engines and engine parts
50880304,"Aircraft equipment and supplies, nec"
50880305,Guided missiles and space vehicles
50880306,Helicopter parts
50880307,Space propulsion units and parts
50889900,"Transportation equipment and supplies, nec"
50889901,Golf carts
50889902,Pulleys
50889903,Railroad equipment and supplies
50910000,Sporting and recreation goods
50910100,Watersports equipment and supplies
50910101,Diving equipment and supplies
50910102,Surfing equipment and supplies
50910103,"Swimming pools, equipment and supplies"
50910104,Water slides (recreation park)
50910200,Golf and skiing equipment and supplies
50910201,Golf equipment
50910202,Skiing equipment
50910300,Fishing equipment and supplies
50910301,Fishing tackle
50910400,Hunting equipment and supplies
50910401,"Ammunition, sporting"
50910402,Archery equipment
50910403,"Firearms, sporting"
50910500,Fitness equipment and supplies
50910501,Exercise equipment
50910502,Gymnasium equipment
50910503,Hot tubs
50910504,Spa equipment and supplies
50910505,Trampolines and equipment
50910600,Bicycle equipment and supplies
50910601,Bicycle parts and accessories
50910602,Bicycle tires and tubes
50910603,Bicycles
50910700,"Boats, canoes, watercrafts, and equipment"
50910701,Boat accessories and parts
50910702,Canoes
50910703,Motorboats
50910704,Outboard motors
50910705,Sailboards
50910706,Sailboats
50919900,"Sporting and recreation goods, nec"
50919901,Athletic goods
50919902,Billiard equipment and supplies
50919903,Bowling equipment
50919904,Camping equipment and supplies
50919905,Dartboards and accessories
50919906,Go-carts
50919907,"Goggles, sports"
50919908,Racquet sports equipment and supplies
50919909,"Sharpeners, sporting goods"
50919910,"Wax, sports"
50920000,Toys and hobby goods and supplies
50920100,Hobby supplies
50920101,Hobby goods
50920102,Model kits
50920103,"Stamps, philatelist"
50920200,Toys and games
50920201,Bingo games and supplies
50920202,Board games
50920203,Dollhouses
50920204,Dolls
50920205,Educational toys
50920206,Playing cards
50920207,Puzzles
50920208,"Toys, nec"
50920209,"Vehicles, children's"
50920210,Video games
50920300,Toy novelties and amusements
50920301,Amusement goods
50920302,"Balloons, novelty"
50920303,Fireworks
50929900,"Toys and hobby goods and supplies, nec"
50929901,Arts and crafts equipment and supplies
50930000,Scrap and waste materials
50930100,Waste paper and cloth materials
50930101,Bag reclaiming
50930102,"Boxes, waste"
50930103,Fur cuttings and scraps
50930104,Textile waste
50930105,Waste paper
50930106,Waste rags
50930200,Metal scrap and waste materials
50930201,Ferrous metal scrap and waste
50930202,Nonferrous metals scrap
50930203,Wire and cable scrap
50939900,"Scrap and waste materials, nec"
50939901,Automotive wrecking for scrap
50939902,Barrels and drums
50939903,"Bottles, waste"
50939904,Junk and scrap
50939905,"Oil, waste"
50939906,Plastics scrap
50939907,Rubber scrap
50939908,Scavengering
50939909,Lumber scrap
50940000,Jewelry and precious stones
50940100,Precious stones and metals
50940101,"Bullion, precious metals"
50940102,Diamonds (gems)
50940103,Precious metal mill shapes
50940104,Precious metals
50940105,"Precious stones (gems), nec"
50940200,"Coins, medals, and trophies"
50940201,Coins
50940202,Medallions
50940203,Trophies
50940300,"Clocks, watches, and parts"
50940301,Clocks
50940302,"Movements, clock or watch"
50940303,Watchcases
50940304,Watches and parts
50949900,"Jewelry and precious stones, nec"
50949901,Beads
50949902,Jewelers' findings
50949903,Jewelry
50949904,Pearls
50949905,Silverware or plated ware
50990000,"Durable goods, nec"
50990100,"Firearms and ammunition, except sporting"
50990101,"Ammunition, except sporting"
50990102,"Firearms, except sporting"
50990103,Machine guns
50990200,Wood and wood by-products
50990201,Cordwood
50990202,"Cork products, fabricated"
50990203,Firewood
50990204,"Logs, hewn ties, posts, and poles"
50990205,Pulpwood
50990206,Roundwood
50990207,"Shavings, wood"
50990208,"Timber products, rough"
50990209,Wood chips
50990300,Safety equipment and supplies
50990301,Fire extinguishers
50990302,Lifesaving and survival equipment (non- medical)
50990303,Locks and lock sets
50990304,Reflective road markers
50990305,Fireproof clothing
50990400,"Children's carriages, strollers, and restraint seats"
50990401,"Baby carriages, strollers and related products"
50990402,"Child restraint seats, automotive"
50990500,Video and audio equipment
50990501,Compact discs
50990502,Phonograph records
50990503,"Tapes and cassettes, prerecorded"
50990504,"Video cassettes, accessories and supplies"
50990600,Musical instruments
50990601,Musical instruments parts and accessories
50990602,Pianos
50990700,"Antiques, souvenirs, and novelties"
50990701,Antiques
50990702,"Novelties, durable"
50990703,Souvenirs
50990800,Coin-operated machines and mechanisms
50990801,"Game machines, coin-operated"
50990802,Mechanisms for coin operated machines
50999900,"Durable goods, nec, nec"
50999901,Brass goods
50999902,Carrying cases
50999903,"Containers: glass, metal or plastic"
50999904,Gas lighting fixtures
50999905,Luggage
50999906,Luminous products (non-electrical)
50999907,Maple sap tubing systems
50999908,Monuments and grave markers
50999909,Portraits
50999910,"Robots, service or novelty"
50999911,Rubber stamps
50999912,"Signs, except electric"
50999913,Sunglasses
50999914,Tanning salon equipment and supplies
50999915,"Toilets, portable"
50999916,Flag poles
50999917,Crystal goods
50999918,Mobile home parts and accessories
51110000,Printing and writing paper
51119900,"Printing and writing paper, nec"
51119901,Fine paper
51119902,Printing paper
51119903,Writing paper
51120000,Stationery and office supplies
51120100,Writing instruments and supplies
51120101,Marking devices
51120102,Pens and/or pencils
51120103,Writing ink
51120200,Social stationery and greeting cards
51120201,Greeting cards
51120202,Stationery
51120300,"Albums, scrapbooks and binders"
51120301,Albums (photo) and scrapbooks
51120302,Looseleaf binders
51120400,Computer and photocopying supplies
51120401,Computer paper
51120402,Data processing supplies
51120403,Mimeograph paper
51120404,Photocopying supplies
51120405,Laser printer supplies
51120500,Office filing supplies
51120501,File cards
51120502,File folders
51129900,"Stationery and office supplies, nec"
51129901,Blank books
51129902,Business forms
51129903,Carbon paper
51129904,Envelopes
51129905,Inked ribbons
51129906,Manifold business forms
51129907,"Office supplies, nec"
51129908,Sales and receipt books
51129909,"Stationers, commercial"
51129910,Tabulation cards
51130000,Industrial and personal service paper
51130100,Shipping supplies
51130101,Paper tubes and cores
51130200,"Disposable plates, cups, napkins, and eating utensils"
51130201,"Cups, disposable plastic and paper"
51130202,"Dishes, disposable plastic and paper"
51130203,"Eating utensils, disposable plastic"
51130204,"Napkins, paper"
51130205,"Towels, paper"
51130300,Boxes and containers
51130301,"Bags, paper and disposable plastic"
51130302,"Boxes, paperboard and disposable plastic"
51130303,"Containers, paper and disposable plastic"
51130304,Corrugated and solid fiber boxes
51130305,Fiber cans and drums
51130306,Folding paperboard boxes
51130307,Sanitary food containers
51130308,Setup paperboard boxes
51139900,"Industrial and personal service paper, nec"
51139901,Cardboard and products
51139902,"Closures, paper and disposable plastic"
51139903,"Paper, wrapping or coarse, and products"
51139904,Paperboard and products
51139905,"Patterns, paper"
51139906,Pressed and molded pulp goods
51139907,Pressure sensitive tape
51220000,"Drugs, proprietaries, and sundries"
51220100,"Cosmetics, perfumes, and hair products"
51220101,Cosmetics
51220102,Hair preparations
51220103,Perfumes
51220200,Toiletries
51220201,Razor blades
51220202,"Razors, nonelectric"
51220203,Toilet articles
51220204,Toilet preparations
51220205,Toilet soap
51220206,"Toothbrushes, except electric"
51220300,Drugs and drug proprietaries
51220301,Animal medicines
51220302,Antiseptics
51220303,Biologicals and allied products
51220304,Biotherapeutics
51220305,Blood plasma
51220306,Medicinals and botanicals
51220307,Patent medicines
51220308,Pharmaceuticals
51220309,"Proprietary (patent) medicines, nec"
51220310,Vitamins and minerals
51229900,"Drugs, proprietaries, and sundries, nec"
51229901,Bandages
51229902,"Druggists' sundries, nec"
51229903,Medical rubber goods
51229904,Medicine cabinet sundries
51310000,Piece goods and notions
51310100,Piece goods and other fabrics
51310101,Broadwoven fabrics
51310102,Cheesecloth
51310103,Circular knit fabrics
51310104,Coated fabrics
51310105,Cotton goods
51310106,"Drapery material, woven"
51310107,Fiberglass fabrics
51310108,Jute piece goods
51310109,Knit fabrics
51310110,Lace fabrics
51310111,"Linen piece goods, woven"
51310112,Narrow fabrics
51310113,"Nylon piece goods, woven"
51310114,"Plastic piece goods, woven"
51310115,Rayon fabrics
51310116,"Silk piece goods, woven"
51310117,"Synthetic fabrics, nec"
51310118,"Textiles, woven, nec"
51310119,"Upholstery fabrics, woven"
51310120,"Woolen and worsted piece goods, woven"
51310121,"Yard goods, woven"
51310200,Sewing supplies and notions
51310201,"Binding, textile"
51310202,"Bindings, bias and straight"
51310203,Buttons
51310204,Hair accessories
51310205,Labels
51310206,Millinery supplies
51310207,Net goods
51310208,"Notions, nec"
51310209,Ribbons
51310210,Sewing accessories
51310211,Shoulder pads
51310212,"Tape, textile"
51310213,Textile converters
51310214,Thread
51310215,"Trimmings, apparel"
