SICCode,SICDescription,SIC Only Auxilary Code 1,SIC Only Auxilary Code 2,SIC Only Auxilary Code 3
73899962,"Printers' services: folding, collating, etc.",X,,
73899963,Bicycle assembly service,X,,
73899964,Product endorsement service,X,,
73899965,Inventory stocking service,X,,
73899966,Document storage service,X,,
73899967,Tenant screening service,X,,
73899968,"Business to business services, nec",X,,
73899999,Business activities at non-commercial site,X,,
75130000,"Truck rental and leasing, no drivers",X,,
75139900,"Truck rental and leasing, no drivers, nec",X,,
75139901,"Truck leasing, without drivers",X,,
75139902,"Truck rental, without drivers",X,,
75140000,Passenger car rental,X,,
75149900,"Passenger car rental, nec",X,,
75149901,"Hearse or limousine rental, without drivers",X,,
75149902,Rent-a-car service,X,,
75150000,Passenger car leasing,X,,
75190000,Utility trailer rental,X,,
75190100,Recreational vehicle rental,X,,
75190101,"Mobile home rental, except on site",X,,
75190102,Motor home rental,X,,
75190103,Pop-up camper rental,X,,
75190104,Recreational bus leasing,X,,
75199900,"Utility trailer rental, nec",X,,
75199901,Trailer rental,X,,
75199902,"Travel, camping or recreational trailer rental",X,,
75199903,"Mobile offices and commercial units, rental",X,,
75210000,Automobile parking,NO,,
75210100,Outdoor parking services,NO,,
75210101,Parking lots,NO,,
75210102,Tow-in parking lots,NO,,
75210200,Indoor parking services,NO,,
75210201,Automobile storage garage,NO,,
75210202,Parking garage,NO,,
75210203,Parking structure,NO,,
75320000,Top and body repair and paint shops,X,,
75320100,Interior repair services,X,,
75320101,"Upholstery and trim shop, automotive",X,,
75320200,Lettering and painting services,X,,
75320201,"Lettering, automotive",X,,
75320202,"Paint shop, automotive",X,,
75320203,Truck painting and lettering,X,,
75320300,"Customizing services, nonfactory basis",X,,
75320301,Van conversion,X,,
75320400,Exterior repair services,X,,
75320401,"Body shop, automotive",X,,
75320402,"Body shop, trucks",X,,
75320403,"Bump shops, automotive repair",X,,
75320404,"Collision shops, automotive",X,,
75320405,"Tops (canvas or plastic), installation or repair: automotive",X,,
75329900,"Top and body repair and paint shops, nec",X,,
75329901,Antique and classic automobile restoration,X,,
75329902,Mobile home and trailer repair,X,,
75330000,Auto exhaust system repair shops,X,,
75339900,"Auto exhaust system repair shops, nec",X,,
75339901,Catalytic conversion,X,,
75339902,"Muffler shop, sale or repair and installation",X,,
75340000,Tire retreading and repair shops,X,,
75349900,"Tire retreading and repair shops, nec",X,,
75349901,Rebuilding and retreading tires,X,,
75349902,Tire recapping,X,,
75349903,Tire repair shop,X,,
75349904,Tire studding and restudding,X,,
75349905,Vulcanizing tires and tubes,X,,
75360000,Automotive glass replacement shops,X,,
75370000,Automotive transmission repair shops,X,,
75380000,General automotive repair shops,X,,
75380100,Engine repair,X,,
75380101,Diesel engine repair: automotive,X,,
75380102,Engine rebuilding: automotive,X,,
75380103,"Engine repair, except diesel: automotive",X,,
75380104,"Truck engine repair, except industrial",X,,
75389900,"General automotive repair shops, nec",X,,
75389901,Recreational vehicle repairs,X,,
75389902,General truck repair,X,,
75390000,"Automotive repair shops, nec",X,,
75390100,Frame and front end repair services,X,,
75390101,Auto front end repair,X,,
75390102,"Automotive springs, rebuilding and repair",X,,
75390103,"Axle straightening, automotive",X,,
75390104,"Frame repair shops, automotive",X,,
75390105,"Wheel alignment, automotive",X,,
75390200,Powertrain components repair services,X,,
75390201,Carburetor repair,X,,
75390202,"Radiator repair shop, automotive",X,,
75390203,"Torque converter repair, automotive",X,,
75390300,Electrical services,X,,
75390301,Automotive sound system service and installation,X,,
75390302,"Alternators and generators, rebuilding and repair",X,,
75390400,Brake services,X,,
75390401,"Auto brake lining, installation",X,,
75390402,"Brake repair, automotive",X,,
75399900,"Automotive repair shops, nec, nec",X,,
75399901,Automotive air conditioning repair,X,,
75399902,Automotive turbocharger and blower repair,X,,
75399903,"Fuel system repair, motor vehicle",X,,
75399904,"Machine shop, automotive",X,,
75399905,Shock absorber replacement,X,,
75399906,Trailer repair,X,,
75399907,"Tune-up service, automotive",X,,
75420000,Carwashes,X,,
75429900,"Carwashes, nec",X,,
75429901,"Carwash, automatic",X,,
75429902,"Carwash, self-service",X,,
75429903,Truck wash,X,,
75429904,"Washing and polishing, automotive",X,,
75490000,"Automotive services, nec",X,,
75490100,Automotive maintenance services,X,,
75490101,"Emissions testing without repairs, automotive",X,,
75490102,"Inspection and diagnostic service, automotive",X,,
75490103,"Lubrication service, automotive",X,,
75490104,Trailer maintenance,X,,
75490200,"Automotive customizing services, nonfactory basis",X,,
75490201,"Glass tinting, automotive",X,,
75490202,"Sun roof installation, automotive",X,,
75490300,Towing services,X,,
75490301,"Towing service, automotive",X,,
75490302,"Towing, mobile homes",X,,
75499900,"Automotive services, nec, nec",X,,
75499901,Do-it-yourself garages,X,,
75499902,"Fuel system conversion, automotive",X,,
75499903,High performance auto repair and service,X,,
75499904,"Road service, automotive",X,,
75499905,Undercoating/rustproofing cars,X,,
76220000,Radio and television repair,COM,,
76220100,Communication equipment repair,COM,,
76220101,Aircraft radio equipment repair,NO,,
76220102,Intercommunication equipment repair,COM,,
76220103,Public address system repair,NO,,
76220200,Radio repair and installation,COM,,
76220201,Automotive radio repair,COM,,
76220202,Radio and television receiver installation,COM,,
76220203,"Radio repair shop, nec",COM,,
76220300,Home entertainment repair services,COM,,
76220301,Phonograph repair,COM,,
76220302,Stereophonic equipment repair,COM,,
76220303,Tape recorder repair,COM,,
76220304,Television repair shop,COM,,
76220305,Video repair,COM,,
76220400,Antenna repair and installation,COM,,
76220401,Antenna repair,COM,,
76220402,Household antenna installation and service,COM,,
76220403,Installation of citizens band (CB) antennas,COM,,
76230000,Refrigeration service and repair,X,,
76239900,"Refrigeration service and repair, nec",X,,
76239901,Air conditioning repair,X,,
76239902,Refrigeration repair service,X,,
76239903,Refrigerator repair service,X,,
76239904,Ice making machinery repair service,X,,
76290000,Electrical repair shops,HHG,,
76290100,Electrical personal use appliance repair,COS,,
76290101,Hearing aid repair,EAR,,
76290102,"Razor repair, electric",COS,,
76290200,Electrical equipment repair services,COM,,
76290201,"Electrical equipment repair, high voltage",COM,,
76290202,Electrical measuring instrument repair and calibration,COM,,
76290203,Electronic equipment repair,COM,,
76290300,Electrical household appliance repair,HHG,,
76290301,Lamp repair and mounting,HHG,,
76290302,Telephone set repair,COM,,
76290303,Vacuum cleaner repair,HHG,,
76299900,"Electrical repair shops, nec",COM,,
76299901,Aircraft electrical equipment repair,NO,,
76299902,"Business machine repair, electric",NO,,
76299903,Circuit board repair,COM,,
76299904,Generator repair,RBS,,
76299905,Telecommunication equipment repair (except telephones),COM,,
76299906,"Tool repair, electric",RBS,,
76310000,"Watch, clock, and jewelry repair",CLO,,
76310100,Time piece repair services,HHG,,
76310101,Clock repair,HHG,,
76310102,Watch repair,CLO,,
76310200,Jewelry repair services,CLO,,
76310201,Diamond setter,CLO,,
76310202,Pearl restringing,CLO,,
76410000,Reupholstery and furniture repair,X,,
76410100,Upholstery work,X,,
76410101,Furniture upholstery repair,X,,
76410102,Reupholstery,X,,
76410200,Furniture repair and maintenance,X,,
76410201,Antique furniture repair and restoration,X,,
76410202,Furniture refinishing,X,,
76410203,Office furniture repair and maintenance,X,,
76920000,Welding repair,X,,
76929900,"Welding repair, nec",X,,
76929901,Automotive welding,X,,
76929902,Brazing,X,,
76929903,Cracked casting repair,X,,
76940000,Armature rewinding shops,X,,
76940100,Rewinding services,X,,
76940101,Coil winding service,X,,
76940102,Rewinding stators,X,,
76940200,Motor repair services,X,,
76940201,Electric motor repair,X,,
76940202,"Rebuilding motors, except automotive",X,,
76949900,"Armature rewinding shops, nec",X,,
76949901,Hermetics repair,X,,
76990000,"Repair services, nec",X,,
76990100,Professional instrument repair services,X,,
76990101,"Caliper, gauge, and other machinists' instrument repair",X,,
76990102,Dental instrument repair,X,,
76990103,Drafting instrument repair,X,,
76990104,Mechanical instrument repair,X,,
76990105,Meteorological instrument repair,X,,
76990106,Optical instrument repair,X,,
76990107,Precision instrument repair,X,,
76990108,Surveying instrument repair,X,,
76990200,Tank repair and cleaning services,X,,
76990201,Tank repair,X,,
76990202,Tank truck cleaning service,X,,
76990300,Boiler and heating repair services,X,,
76990301,Boiler repair shop,X,,
76990302,Oil burner repair service,X,,
76990303,Tank and boiler cleaning service,X,,
76990304,Thermostat repair,X,,
76990400,Waste cleaning services,X,,
76990401,Cesspool cleaning,X,,
76990402,Septic tank cleaning service,X,,
76990403,Sewer cleaning and rodding,X,,
76990500,Industrial equipment services,X,,
76990501,Compressor repair,X,,
76990502,"Engine repair and replacement, non-automotive",X,,
76990503,Industrial equipment cleaning,X,,
76990504,Industrial machinery and equipment repair,X,,
76990505,Industrial tool grinding,X,,
76990506,Industrial truck repair,X,,
76990507,Pallet repair,X,,
76990508,"Valve repair, industrial",X,,
76990600,Nautical repair services,X,,
76990601,Boat repair,X,,
76990602,Marine engine repair,X,,
76990603,Marine propeller repair,X,,
76990604,Nautical and navigational instrument repair,X,,
76990605,"Ship boiler and tank cleaning and repair, contractors",X,,
76990606,"Ship scaling, contractors",X,,
76990700,Hospital equipment repair services,X,,
76990701,"Medical equipment repair, non-electric",X,,
76990702,Surgical instrument repair,X,,
76990703,X-ray equipment repair,X,,
76990800,Scientific equipment repair service,X,,
76990801,Laboratory instrument repair,X,,
76990802,Microscope repair,X,,
76990900,Recreational sporting equipment repair services,SPR,,
76990901,Bicycle repair shop,SPR,,
76990902,Billiard table repair,SPR,,
76990903,"Bowling pins, refinishing or repair",SPR,,
76990904,Fishing equipment repair,SPR,,
76990905,Golf club and equipment repair,SPR,,
76990906,Racquet restringing and equipment repair,SPR,,
76990907,Saddlery repair shop,SPR,,
76990908,Skate sharpening,SPR,,
76990909,Tent repair shop,SPR,,
76991000,Musical instrument repair services,MIR,,
76991001,Organ tuning and repair,MIR,,
76991002,Piano tuning and repair,MIR,,
76991100,Lock and key services,RBS,,
76991101,Key duplicating shop,RBS,,
76991102,Lock parts made to individual order,RBS,,
76991103,Locksmith shop,RBS,,
76991200,Metal reshaping and replating services,RBS,,
76991201,Blacksmith shop,RBS,,
76991202,"Coppersmithing, repair work",RBS,,
76991203,Horseshoeing,SPR,,
76991204,Rebabbitting,AWK,,
76991205,"Replating shop, except silverware",RBS,,
76991206,Silverware replating and repair,HHG,,
76991207,"Tinsmithing, repair work",RBS,,
76991300,Recreational vehicle repair services,AWK,,
76991301,Mobile home repair,AWK,,
76991302,Motorcycle repair service,AWK,,
76991303,Snowmobile repair,AWK,,
76991400,Agricultural equipment repair services,AWK,,
76991401,Farm machinery repair,AWK,,
76991402,Tractor repair,AWK,,
76991500,Photographic and optical goods equipment repair services,HOB,,
76991501,Binoculars and other optical goods repair,HOB,,
76991502,Camera repair shop,HOB,,
76991503,Photographic equipment repair,HOB,,
76991600,Household appliance repair services,HHG,,
76991601,Gas appliance repair service,HHG,,
76991602,Sewing machine repair shop,HOB,,
76991603,Stove repair shop,HHG,,
76991700,Cleaning services,CLS,,
76991701,Baking pan glazing and cleaning,HHG,,
76991702,Beer pump coil cleaning and repair service,HOB,,
76991703,Brick cleaning,RBS,,
76991704,Catch basin cleaning,RBS,,
76991705,Filter cleaning,RBS,,
76991706,Machinery cleaning,RBS,,
76991800,General household repair services,RBS,,
76991801,Awning repair shop,RBS,,
76991802,China and glass repair,HHG,,
76991803,China firing and decorating to individual order,HHG,,
76991804,Door and window repair,RBS,,
76991805,Garage door repair,RBS,,
76991806,Lawn mower repair shop,LGW,,
76991807,Mattress renovating and repair shop,HHG,,
76991808,Mirror repair shop,HHG,,
76991809,"Picture framing, custom",HHG,,
76991810,Reneedling work,HHG,,
76991811,"Rug repair shop, not combined with cleaning",HHG,,
76991812,Scale repair service,HHG,,
76991900,Leather goods and luggage repair services,CLO,,
76991901,"Leather goods, cleaning and repair",CLO,,
76991902,Luggage repair shop,CLO,,
76991903,Pocketbook repair shop,CLO,,
76992000,Customizing services,HHG,,
76992001,"Antique repair and restoration, except furniture, autos",HHG,,
76992002,Office equipment and accessory customizing,HHG,,
76992003,Railroad car customizing,AWK,,
76992100,Gun services,GUR,,
76992101,Gun parts made to individual order,GUR,,
76992102,Gunsmith shop,GUR,,
76992200,Aircraft and heavy equipment repair services,X,,
76992201,Aircraft flight instrument repair,X,,
76992202,Aviation propeller and blade repair,X,,
76992203,Construction equipment repair,X,,
76992204,Fire control (military) equipment repair,X,,
